disease id	disease label	genes	phenotypes	labels
MONDO:0011603	GNE myopathy	1	29	GNE
MONDO:0013820	intellectual disability, autosomal dominant 15	1	28	SMARCB1
MONDO:0010258	MEHMO syndrome	1	28	EIF2S3
MONDO:0014857	neurodevelopmental disorder with or without anomalies of the brain, eye, or heart; NEDBEH	1	28	RERE
MONDO:0013776	spastic ataxia 5	1	28	AFG3L2
MONDO:0007435	dentatorubral-pallidoluysian atrophy	1	28	ATN1
MONDO:0014591	autosomal dominant Robinow syndrome 2	1	28	DVL1
MONDO:0014284	short-rib thoracic dysplasia 10 with or without polydactyly	1	28	IFT172
MONDO:0011439	spinocerebellar ataxia type 12	1	28	PPP2R2B
MONDO:0044206	otospondylomegaepiphyseal dysplasia, autosomal recessive	1	28	COL11A2
MONDO:0009709	myopathy, centronuclear, 2	1	28	BIN1
MONDO:0009756	Niemann-Pick disease type A	1	28	SMPD1
MONDO:0014801	even-plus syndrome	1	28	HSPA9
HGNC:10596	SCN8A	1	28	SCN8A
MONDO:0014605	microcephaly-corpus callosum hypoplasia-intellectual disability-facial dysmorphism syndrome	1	28	PPP2R1A
MONDO:0009218	Farber lipogranulomatosis	1	28	ASAH1
MONDO:0013051	autosomal recessive cutis laxa type 2B	1	28	PYCR1
MONDO:0008408	scapuloperoneal spinal muscular atrophy	1	28	TRPV4
MONDO:0016369	Rothmund-Thomson syndrome type 2	1	28	RECQL4
MONDO:0014958	Harel-Yoon syndrome; HAYOS	1	28	ATAD3A
MONDO:0008972	rhizomelic chondrodysplasia punctata type 1	1	28	PEX7
MONDO:0008827	progressive pseudorheumatoid arthropathy of childhood	1	28	WISP3
MONDO:0014797	lymphedema, hereditary, type III	1	28	PIEZO1
MONDO:0011833	spinocerebellar ataxia type 21	1	28	TMEM240
MONDO:0012104	acquired partial lipodystrophy	1	28	LMNB2
MONDO:0019267	vitamin B12-unresponsive methylmalonic acidemia type mut-	1	28	MUT
MONDO:0013048	hereditary spastic paraplegia 50	1	28	AP4M1
MONDO:0011948	pontocerebellar hypoplasia type 3	1	28	PCLO
MONDO:0013050	lethal polymalformative syndrome, Boissel type	1	28	FTO
MONDO:0012436	neonatal diabetes mellitus with congenital hypothyroidism	1	28	GLIS3
MONDO:0011873	Niemann-Pick disease, type C2	1	28	NPC2
MONDO:0008692	abetalipoproteinemia	1	28	MTTP
MONDO:0013821	intellectual disability, autosomal dominant 16	1	28	SMARCA4
MONDO:0009644	sulfite oxidase deficiency due to molybdenum cofactor deficiency type B	1	28	MOCS2
MONDO:0027462	autosomal recessive cutis laxa type 2c	1	28	ATP6V1E1
MONDO:0010622	recessive X-linked ichthyosis	1	28	STS
MONDO:0011872	Griscelli syndrome type 2	1	28	RAB27A
MONDO:0014764	spastic paraplegia-severe developmental delay-epilepsy syndrome	1	28	HACE1
MONDO:0014221	triosephosphate isomerase deficiency	1	28	TPI1
MONDO:0014506	hypomyelinating leukodystrophy 9	1	28	RARS
MONDO:0015283	maternally-inherited cardiomyopathy and hearing loss	1	28	MT-TK
MONDO:0019176	trichorhinophalangeal syndrome type 1 and 3	1	27	TRPS1
MONDO:0007051	acromegaloid facial appearance syndrome	1	27	ABCC9
MONDO:0009232	Fuhrmann syndrome	1	27	WNT7A
MONDO:0009959	peroxisome biogenesis disorder type 3B	1	27	PEX12
MONDO:0014706	cutis laxa, autosomal dominant 3	1	27	ALDH18A1
MONDO:0018203	LMNA-related cardiocutaneous progeria syndrome	1	27	LMNA
MONDO:0010613	glycerol kinase deficiency	1	27	GK
MONDO:0007208	Boomerang dysplasia	1	27	FLNB
MONDO:0014609	cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome	1	27	AFF4
MONDO:0014831	progeroid and marfanoid aspect-lipodystrophy syndrome	1	27	FBN1
MONDO:0011540	spinocerebellar ataxia type 14	1	27	PRKCG
MONDO:0010247	X-linked cerebral adrenoleukodystrophy	1	27	ABCD1
MONDO:0018123	intellectual disability-obesity-brain malformations-facial dysmorphism syndrome	1	27	TRAPPC9
MONDO:0014716	macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome	1	27	MTOR
MONDO:0014503	autosomal recessive spinocerebellar ataxia 17	1	27	CWF19L1
MONDO:0012444	neurodegeneration with brain iron accumulation 2B	1	27	PLA2G6
MONDO:0008161	otodental syndrome	1	27	FGF3
MONDO:0009370	L-2-hydroxyglutaric aciduria	1	27	L2HGDH
MONDO:0013881	congenital nephrotic syndrome-interstitial lung disease-epidermolysis bullosa syndrome	1	27	ITGA3
MONDO:0010448	moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome	1	27	BRCC3
MONDO:0019414	BRESEK syndrome	1	27	MBTPS2
MONDO:0011242	Bartter disease type 4a	1	27	BSND
MONDO:0009610	3-methylglutaconic aciduria type 1	1	27	AUH
MONDO:0013905	autosomal recessive spinocerebellar ataxia 13	1	27	GRM1
MONDO:0013170	cutis laxa with severe pulmonary, gastrointestinal and urinary anomalies	1	27	LTBP4
MONDO:0009744	neuronal ceroid lipofuscinosis 1	1	27	PPT1
MONDO:0012173	long chain 3-hydroxyacyl-CoA dehydrogenase deficiency	1	27	HADHA
MONDO:0016305	atypical pantothenate kinase-associated neurodegeneration	1	27	PANK2
MONDO:0011766	46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome	1	27	DHH
MONDO:0014379	ADNP-related multiple congenital anomalies-intellectual disability-autism spectrum disorder	1	27	ADNP
MONDO:0014778	lamb-Shaffer syndrome; LAMSHF	1	27	SOX5
MONDO:0013301	aromatase deficiency	1	27	CYP19A1
MONDO:0014948	short stature, rhizomelic, with microcephaly, micrognathia, and developmental delay; SRMMD	1	27	ARCN1
MONDO:0009757	Niemann-Pick disease, type C1	1	27	NPC1
MONDO:0012078	Joubert syndrome 3	1	27	AHI1
MONDO:0011436	autosomal recessive distal spinal muscular atrophy 1	1	27	IGHMBP2
MONDO:0010822	Warburg micro syndrome 1	1	27	RAB3GAP1
MONDO:0010997	classic progressive supranuclear palsy syndrome	1	27	MAPT
MONDO:0014729	hereditary spastic paraplegia 75	1	27	MAG
MONDO:0009101	Wolfram syndrome 1	1	27	WFS1
MONDO:0012081	15q11q13 microduplication syndrome	1	27	UBE3A
MONDO:0007793	hypochondroplasia	1	27	FGFR3
MONDO:0014892	micrognathia-recurrent infections-behavioral abnormalities-mild intellectual disability syndrome	1	27	TRIO
MONDO:0010483	X-linked intellectual disability, Cantagrel type	1	27	NEXMIF
MONDO:0019566	Klippel-Trenaunay syndrome	1	27	AGGF1
MONDO:0019310	recessive dystrophic epidermolysis bullosa inversa	1	27	COL7A1
MONDO:0044318	intellectual developmental disorder with gastrointestinal difficulties and high pain threshold	1	27	PPM1D
MONDO:0011670	Ehlers-Danlos syndrome due to tenascin-X deficiency	1	27	TNXB
MONDO:0011823	developmental malformations-deafness-dystonia syndrome	1	27	ACTB
MONDO:0009478	combined immunodeficiency due to DOCK8 deficiency	1	27	DOCK8
MONDO:0014296	Warburg micro syndrome 4	1	27	TBC1D20
MONDO:0012157	congenital myasthenic syndrome 4C	1	27	CHRNE
MONDO:0009397	neonatal severe primary hyperparathyroidism	1	27	CASR
MONDO:0013573	cranioectodermal dysplasia 3	1	27	IFT43
MONDO:0008019	mullerian aplasia and hyperandrogenism	1	27	WNT4
HGNC:7132	KMT2A	1	27	KMT2A
MONDO:0011211	axial spondylometaphyseal dysplasia	1	27	CFAP410
MONDO:0014993	myofibrillar myopathy 8	1	27	PYROXD1
MONDO:0007944	Treacher-Collins syndrome 1	1	26	TCOF1
MONDO:0012430	cerebellar ataxia, mental retardation, and dysequilibrium syndrome 2	1	26	WDR81
MONDO:0021013	trichothiodystrophy 4, nonphotosensitive	1	26	MPLKIP
MONDO:0012125	hypomyelinating leukodystrophy 2	1	26	GJC2
MONDO:0013789	DDOST-CDG	1	26	DDOST
MONDO:0009210	congenital factor V deficiency	1	26	F5
MONDO:0009897	adult polyglucosan body disease	1	26	GBE1
MONDO:0033492	coffin-siris syndrome 6	1	26	ARID2
MONDO:0009393	ornithine translocase deficiency	1	26	SLC25A15
MONDO:0011489	hereditary spastic paraplegia 12	1	26	RTN2
MONDO:0010358	hypophosphatemic rickets, X-linked recessive	1	26	CLCN5
MONDO:0015566	2q24 microdeletion syndrome	1	26	TBR1
MONDO:0013990	pontocerebellar hypoplasia type 8	1	26	CHMP1A
MONDO:0011006	hereditary spastic paraplegia 9A	1	26	ALDH18A1
MONDO:0011198	spondyloepimetaphyseal dysplasia, Missouri type	1	26	MMP13
MONDO:0009651	pseudo-Hurler polydystrophy	1	26	GNPTAB
MONDO:0014016	hereditary spastic paraplegia 49	1	26	TECPR2
MONDO:0013992	obesity due to leptin receptor gene deficiency	1	26	LEPR
MONDO:0009348	classic Hodgkin lymphoma	1	26	KLHDC8B
MONDO:0014767	Seckel syndrome 9	1	26	TRAIP
MONDO:0019642	vitamin D-dependent rickets, type 2	1	26	VDR
MONDO:0009503	pyruvate dehydrogenase E3-binding protein deficiency	1	26	PDHX
MONDO:0013270	Rett syndrome, congenital variant	1	26	FOXG1
MONDO:0016304	classic pantothenate kinase-associated neurodegeneration	1	26	PANK2
MONDO:0014300	proximal myopathy with extrapyramidal signs	1	26	MICU1
MONDO:0013885	Malan overgrowth syndrome	1	26	NFIX
MONDO:0008038	ataxia-pancytopenia syndrome	1	26	SAMD9L
MONDO:0013673	Wolfram-like syndrome	1	26	WFS1
MONDO:0011629	MOGS-CDG	1	26	MOGS
HGNC:1497	CASK	1	26	CASK
MONDO:0010292	Uruguay Faciocardiomusculoskeletal syndrome	1	26	FHL1
MONDO:0010808	fatal familial insomnia	1	26	PRNP
MONDO:0009670	lethal congenital contracture syndrome 1	1	26	GLE1
MONDO:0013815	FGFR2-related bent bone dysplasia	1	26	FGFR2
MONDO:0012541	deafness with labyrinthine aplasia, microtia, and microdontia	1	26	FGF3
MONDO:0015022	intellectual developmental disorder with dysmorphic facies and ptosis; IDDDFP	1	26	BRPF1
MONDO:0011002	neuropathy, hereditary motor and sensory, type 6A	1	26	MFN2
MONDO:0008234	multiple endocrine neoplasia type 2A	1	26	RET
MONDO:0008717	acromesomelic dysplasia, Hunter-Thompson type	1	26	GDF5
MONDO:0011426	aceruloplasminemia	1	26	CP
MONDO:0010733	hereditary spastic paraplegia 2	1	26	PLP1
MONDO:0018130	brain dopamine-serotonin vesicular transport disease	1	26	SLC18A2
MONDO:0011964	DPAGT1-CDG	1	26	DPAGT1
MONDO:0024542	cerebellar ataxia, mental retardation, and dysequilibrium syndrome 1	1	26	VLDLR
MONDO:0012581	osteogenesis imperfecta type 8	1	26	P3H1
MONDO:0008823	neurogenic arthrogryposis multiplex congenita	1	26	ERGIC1
MONDO:0011829	coenzyme Q10 deficiency, primary, 1	1	26	COQ2
MONDO:0009973	reticular dysgenesis	1	26	AK2
MONDO:0013523	Nestor-Guillermo progeria syndrome	1	26	BANF1
MONDO:0009613	vitamin B12-responsive methylmalonic acidemia type cblA	1	26	MMAA
MONDO:0010814	chondrodysplasia-pseudohermaphroditism syndrome	1	26	HHAT
MONDO:0010235	X-linked intellectual disability-psychosis-macroorchidism syndrome	1	26	MECP2
MONDO:0009722	Native American myopathy	1	25	STAC3
MONDO:0014599	intellectual disability, autosomal dominant 34	1	25	COL4A3BP
MONDO:0011897	leukoencephalopathy-ataxia-hypodontia-hypomyelination syndrome	1	25	POLR3A
MONDO:0014688	short-rib thoracic dysplasia 14 with polydactyly	1	25	KIAA0586
MONDO:0014867	spinocerebellar ataxia 43; SCA43	1	25	MME
MONDO:0011313	megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1	1	25	PIK3R2
MONDO:0011150	acroosteolysis-keloid-like lesions-premature aging syndrome	1	25	PDGFRB
MONDO:0011323	arhinia, choanal atresia, and microphthalmia	1	25	SMCHD1
MONDO:0011834	spinocerebellar ataxia type 18	1	25	IFRD1
MONDO:0014258	congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome	1	25	ASNS
MONDO:0010407	syndromic X-linked intellectual disability Turner type	1	25	HUWE1
MONDO:0010554	Abruzzo-Erickson syndrome	1	25	TBX22
MONDO:0009953	leukocyte adhesion deficiency type II	1	25	SLC35C1
MONDO:0012052	ALG1-CDG	1	25	ALG1
MONDO:0014530	autosomal recessive spinocerebellar ataxia 18	1	25	GRID2
MONDO:0009288	glycogen storage disease due to glucose-6-phosphatase deficiency type IB	1	25	SLC37A4
MONDO:0006689	carcinoid syndrome	1	25	SDHD
MONDO:0012138	muscular dystrophy-dystroglycanopathy type B6	1	25	LARGE1
MONDO:0009815	autosomal recessive osteopetrosis 1	1	25	TCIRG1
MONDO:0019149	cholesteryl ester storage disease	1	25	LIPA
MONDO:0013635	Adams-Oliver syndrome 2	1	25	DOCK6
MONDO:0014969	isolated sedoheptulokinase deficiency	1	25	SHPK
MONDO:0011633	Charcot-Marie-tooth disease axonal type 2C	1	25	TRPV4
MONDO:0009568	mast syndrome	1	25	SPG21
MONDO:0014039	mitochondrial DNA depletion syndrome 11	1	25	MGME1
MONDO:0010970	cardiac malformation, cleft lip/palate, microcephaly, and digital anomalies	1	25	MEIS2
MONDO:0010038	growth delay due to insulin-like growth factor I resistance	1	25	IGF1R
MONDO:0013552	hereditary spastic paraplegia 52	1	25	AP4S1
MONDO:0012547	Noonan syndrome 4	1	25	SOS1
MONDO:0009550	renal hypomagnesemia 3	1	25	CLDN16
MONDO:0007485	dyskeratosis congenita, autosomal dominant 1	1	25	TERC
MONDO:0012231	Charcot-Marie-tooth disease type 2A2	1	25	MFN2
MONDO:0011787	autosomal recessive limb-girdle muscular dystrophy type 2I	1	25	FKRP
MONDO:0013641	Warburg micro syndrome 2	1	25	RAB3GAP2
MONDO:0009251	fructose-1,6-bisphosphatase deficiency	1	25	FBP1
MONDO:0008597	trichorhinophalangeal syndrome, type III	1	25	TRPS1
MONDO:0012938	Diamond-Blackfan anemia 7	1	25	RPL11
MONDO:0019799	hepatoerythropoietic porphyria	1	25	UROD
MONDO:0009528	chylomicron retention disease	1	25	SAR1B
MONDO:0013991	obesity due to congenital leptin deficiency	1	25	LEP
MONDO:0018569	X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome	1	25	RPL10
MONDO:0013853	pontocerebellar hypoplasia type 1B	1	25	EXOSC3
MONDO:0008495	platelet storage pool deficiency	1	25	GFI1B
MONDO:0014143	Noonan syndrome 8	1	25	RIT1
MONDO:0010130	dihydropyrimidine dehydrogenase deficiency	1	25	DPYD
MONDO:0011865	COL4A1-related familial vascular leukoencephalopathy	1	25	COL4A1
MONDO:0014101	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 12	1	25	POMK
MONDO:0007999	holoprosencephaly 2	1	25	SIX3
MONDO:0011283	mitochondrial DNA depletion syndrome 1	1	25	TYMP
MONDO:0013971	leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome	1	25	EARS2
MONDO:0010315	gamma chain deficiency	1	25	IL2RG
MONDO:0010936	frontotemporal dementia, chromosome 3-linked	1	25	CHMP2B
MONDO:0007797	hypoparathyroidism-deafness-renal disease syndrome	1	25	GATA3
MONDO:0009287	glycogen storage disease due to glucose-6-phosphatase deficiency type IA	1	25	G6PC
MONDO:0007168	atelosteogenesis type III	1	24	FLNB
MONDO:0017184	autosomal dominant hyperinsulinism due to SUR1 deficiency	1	24	ABCC8
MONDO:0009009	hypoplasminogenemia	1	24	PLG
MONDO:0017935	hyperinsulinism due to HNF1A deficiency	1	24	HNF1A
MONDO:0009304	Gorlin-Chaudhry-Moss syndrome	1	24	SLC25A24
MONDO:0012658	brachydactyly type B2	1	24	NOG
MONDO:0024546	hypertrophic osteoarthropathy, primary, autosomal recessive, 1	1	24	HPGD
MONDO:0014643	congenital cataract-microcephaly-nevus flammeus simplex-severe intellectual disability syndrome	1	24	MED25
MONDO:0012084	aromatic L-amino acid decarboxylase deficiency	1	24	DDC
MONDO:0013719	cranioectodermal dysplasia 4	1	24	WDR19
MONDO:0014431	LIPE-related familial partial lipodystrophy	1	24	LIPE
MONDO:0014699	intellectual disability, autosomal dominant 40	1	24	CHAMP1
MONDO:0014114	cardiofaciocutaneous syndrome 4	1	24	MAP2K2
MONDO:0012072	familial partial lipodystrophy, KC6bberling type	1	24	LMNA
MONDO:0009191	Lowry-wood syndrome	1	24	RNU4ATAC
MONDO:0013870	TMEM165-CDG	1	24	TMEM165
MONDO:0019259	classic phenylketonuria	1	24	PAH
MONDO:0014577	short-rib thoracic dysplasia 13 with or without polydactyly	1	24	CEP120
MONDO:0013342	hereditary spastic paraplegia 48	1	24	AP5Z1
MONDO:0012235	autosomal recessive spinocerebellar ataxia 7	1	24	TPP1
MONDO:0010467	Xq27.3q28 duplication syndrome	1	24	FMR1
MONDO:0010961	obesity due to prohormone convertase i deficiency	1	24	PCSK1
MONDO:0010009	SC phocomelia syndrome	1	24	ESCO2
MONDO:0017185	autosomal dominant hyperinsulinism due to Kir6.2 deficiency	1	24	KCNJ11
MONDO:0009727	atelosteogenesis type II	1	24	SLC26A2
MONDO:0007201	blepharophimosis, ptosis, and epicanthus inversus syndrome	1	24	FOXL2
MONDO:0011687	Charcot-Marie-tooth disease axonal type 2F	1	24	HSPB1
MONDO:0044324	Al Kaissi syndrome	1	24	CDK10
MONDO:0009504	mitochondrial DNA depletion syndrome 9	1	24	SUCLG1
MONDO:0010327	HSD10 disease	1	24	HSD17B10
MONDO:0013396	chromosome 1p32-p31 deletion syndrome	1	24	NFIA
MONDO:0009890	Gillessen-Kaesbach-Nishimura syndrome	1	24	ALG9
MONDO:0009293	glycogen storage disease V	1	24	PYGM
MONDO:0011906	congenital bile acid synthesis defect 1	1	24	HSD3B7
MONDO:0013157	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A5	1	24	FKRP
MONDO:0007203	blue rubber bleb nevus	1	24	TEK
MONDO:0008833	renal-hepatic-pancreatic dysplasia 1	1	24	NPHP3
MONDO:0008123	autosomal dominant omodysplasia	1	24	FZD2
MONDO:0019144	hereditary thrombophilia due to congenital protein S deficiency	1	24	PROS1
MONDO:0009295	glycogen storage disease VII	1	24	PFKM
MONDO:0010657	methylmalonic acidemia with homocystinuria, type cblX	1	24	HCFC1
MONDO:0011271	rigid spine muscular dystrophy 1	1	24	SELENON
MONDO:0010083	succinic semialdehyde dehydrogenase deficiency	1	24	ALDH5A1
MONDO:0012556	DK1-CDG	1	24	DOLK
MONDO:0008399	sarcoidosis, susceptibility to, 1	1	24	HLA-DRB1
MONDO:0011814	Smith-McCort dysplasia 1	1	24	DYM
MONDO:0014554	infantile multisystem neurologic-endocrine-pancreatic disease	1	24	PTRH2
MONDO:0014963	Shashi-Pena syndrome; SHAPNS	1	24	ASXL2
MONDO:0011038	cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome	1	24	ATP1A3
MONDO:0021056	familial adenomatous polyposis 1	1	24	APC
MONDO:0007635	Frasier syndrome	1	24	WT1
MONDO:0012982	episodic ataxia type 6	1	24	SLC1A3
MONDO:0014018	hereditary spastic paraplegia 54	1	24	DDHD2
MONDO:0010046	hereditary spastic paraplegia 23	1	24	DSTYK
MONDO:0013812	Baraitser-winter syndrome 2	1	24	ACTG1
MONDO:0010499	Ritscher-Schinzel syndrome 2	1	24	CCDC22
MONDO:0009614	vitamin B12-responsive methylmalonic acidemia type cblB	1	24	MMAB
MONDO:0013150	infantile dystonia-parkinsonism	1	24	SLC6A3
MONDO:0018467	nephropathic infantile cystinosis	1	24	CTNS
MONDO:0013432	Meier-Gorlin syndrome 5	1	24	CDC6
MONDO:0010222	X-linked Opitz G/BBB syndrome	1	24	MID1
MONDO:0010333	corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome	1	24	IGBP1
MONDO:0014120	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A13	1	24	B4GAT1
MONDO:0012531	xeroderma pigmentosum group B	1	24	ERCC3
MONDO:0012247	spinocerebellar ataxia type 27	1	24	FGF14
MONDO:0014723	PMP22-RAI1 contiguous gene duplication syndrome	1	24	RAI1
MONDO:0008767	neuronal ceroid lipofuscinosis 3	1	24	CLN3
MONDO:0011234	auriculocondylar syndrome 1	1	24	GNAI3
MONDO:0011599	birdshot chorioretinopathy	1	24	HLA-A
MONDO:0014556	congenital contractures of the limbs and face, hypotonia, and developmental delay	1	24	NALCN
MONDO:0014157	mandibular hypoplasia-deafness-progeroid syndrome	1	23	POLD1
MONDO:0019073	hypotrichosis-lymphedema-telangiectasia-renal defect syndrome	1	23	SOX18
MONDO:0013873	IMAGe syndrome	1	23	CDKN1C
MONDO:0010600	granulomatous disease, chronic, X-linked	1	23	CYBB
MONDO:0016841	20p12.3 microdeletion syndrome	1	23	BMP2
MONDO:0010979	Timothy syndrome	1	23	CACNA1C
MONDO:0009315	congenital factor XII deficiency	1	23	F12
MONDO:0012698	Waardenburg syndrome type 2E	1	23	SOX10
MONDO:0010334	severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome	1	23	BCAP31
HGNC:6698	LRP6	1	23	LRP6
MONDO:0012735	Temple-Baraitser syndrome	1	23	KCNH1
MONDO:0014159	autosomal recessive spinocerebellar ataxia 14	1	23	SPTBN2
MONDO:0011504	NDE1-related microhydranencephaly	1	23	NDE1
MONDO:0013875	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome	1	23	SERAC1
MONDO:0007524	autosomal dominant Ehlers-Danlos syndrome, vascular type	1	23	COL3A1
MONDO:0012514	hypomyelinating leukodystrophy 5	1	23	FAM126A
MONDO:0009656	Sanfilippo syndrome type B	1	23	NAGLU
MONDO:0012108	spondyloepimetaphyseal dysplasia, matrilin-3 type	1	23	MATN3
MONDO:0013267	distal 16p11.2 microdeletion syndrome	1	23	SH2B1
MONDO:0013676	hypermethioninemia due to adenosine kinase deficiency	1	23	ADK
MONDO:0009436	hypothalamic hamartomas	1	23	GLI3
MONDO:0008116	oculopharyngeal muscular dystrophy	1	23	PABPN1
MONDO:0009683	autosomal recessive limb-girdle muscular dystrophy type 2H	1	23	TRIM32
MONDO:0013291	glycogen storage disease XV	1	23	GYG1
MONDO:0013522	dyskeratosis congenita, autosomal dominant 3	1	23	TINF2
MONDO:0014931	Alazami-Yuan syndrome; ALYUS	1	23	TAF6
MONDO:0010474	linear skin defects with multiple congenital anomalies 2	1	23	COX7B
MONDO:0014608	mandibulofacial dysostosis with alopecia	1	23	EDNRA
MONDO:0016393	hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome	1	23	SMCHD1
MONDO:0013255	arthrogryposis, renal dysfunction, and cholestasis 2	1	23	VIPAS39
MONDO:0014421	glucocorticoid resistance	1	23	NR3C1
MONDO:0007164	spastic ataxia 1	1	23	VAMP1
MONDO:0014353	PGM3-CDG	1	23	PGM3
MONDO:0011841	biotin-responsive basal ganglia disease	1	23	SLC19A3
MONDO:0024538	basal ganglia calcification, idiopathic, 1	1	23	SLC20A2
MONDO:0008478	spondylometaphyseal dysplasia, Schmidt type	1	23	COL2A1
MONDO:0010495	trichothiodystrophy 5, nonphotosensitive	1	23	RNF113A
